CustomerID,Name,Age,Salary ($),Gender,Marital Status,Education,Loan Approval,Zip Code,Satisfaction Score
1307,Customer_1307,31,62000,Female,Single,Master,Yes,82107,1
1308,Customer_1308,38,59000,Male,Single,Bachelor,Yes,92062,4
1309,Customer_1309,30,102000,Male,Married,Bachelor,No,16933,3
1310,Customer_1310,35,124000,Female,Married,Bachelor,No,46183,2
1311,Customer_1311,68,95000,Female,Single,Bachelor,Yes,44685,5
1312,Customer_1312,18,146000,Male,Single,Master,Yes,85506,4
1313,Customer_1313,38,34000,Male,Divorced,Bachelor,No,38170,5
1314,Customer_1314,44,123000,Male,Divorced,PhD,Yes,13725,5
1315,Customer_1315,60,39000,Male,Divorced,PhD,Yes,33095,3
1316,Customer_1316,49,26000,Male,Married,Master,No,62457,4
1317,Customer_1317,35,141000,Male,Divorced,Bachelor,No,27040,2
1318,Customer_1318,58,99000,Male,Married,Master,Yes,79149,1
1319,Customer_1319,44,58000,Female,Divorced,Master,Yes,19116,3
1320,Customer_1320,28,93000,Female,Married,Bachelor,Yes,78455,5
1321,Customer_1321,50,86000,Female,Single,Bachelor,Yes,74988,3
1322,Customer_1322,36,103000,Male,Married,Bachelor,Yes,85248,3
1323,Customer_1323,52,126000,Male,Single,PhD,Yes,53571,5
1324,Customer_1324,51,73000,Female,Married,Bachelor,Yes,62500,3
1325,Customer_1325,34,84000,Female,Single,PhD,Yes,33138,2
1326,Customer_1326,73,56000,Female,Married,High School,No,39525,3
1327,Customer_1327,63,32000,Female,Divorced,Master,Yes,48986,2
1328,Customer_1328,33,37000,Female,Single,Master,Yes,75983,4
1329,Customer_1329,49,122000,Female,Single,Master,No,37370,1
1330,Customer_1330,20,52000,Female,Divorced,PhD,No,49600,2
1331,Customer_1331,66,108000,Female,Married,PhD,Yes,22590,5
1332,Customer_1332,36,76000,Male,Single,High School,No,43219,3
1333,Customer_1333,50,47000,Male,Married,PhD,No,31856,3
1334,Customer_1334,46,66000,Male,Divorced,High School,No,77173,4
1335,Customer_1335,50,70000,Female,Married,Master,Yes,57131,4
1336,Customer_1336,65,116000,Male,Divorced,Bachelor,Yes,18166,4
1337,Customer_1337,36,46000,Female,Single,Bachelor,Yes,71137,2
1338,Customer_1338,38,161000,Female,Married,High School,Yes,14328,2
1339,Customer_1339,22,144000,Male,Married,PhD,Yes,54949,5
1340,Customer_1340,52,53000,Female,Divorced,Master,No,69578,4
1341,Customer_1341,49,53000,Female,Divorced,Bachelor,No,62333,3
1342,Customer_1342,55,45000,Male,Married,PhD,Yes,93178,1
1343,Customer_1343,43,52000,Male,Single,PhD,Yes,33000,1
1344,Customer_1344,29,41000,Female,Married,High School,Yes,97970,2
1345,Customer_1345,67,54000,Female,Single,High School,No,18861,3
1346,Customer_1346,22,68000,Female,Single,PhD,Yes,21888,1
1347,Customer_1347,21,95000,Female,Married,Master,Yes,63660,5
1348,Customer_1348,47,76000,Female,Divorced,High School,No,37734,4
1349,Customer_1349,46,127000,Female,Married,High School,No,43219,3
1350,Customer_1350,59,77000,Female,Single,Master,Yes,84724,3
1351,Customer_1351,61,72000,Female,Divorced,High School,Yes,70822,5
1352,Customer_1352,54,72000,Female,Single,Bachelor,Yes,69132,1
1353,Customer_1353,61,40000,Male,Divorced,Master,No,16319,3
1354,Customer_1354,51,60000,Female,Divorced,High School,No,63097,4
1355,Customer_1355,48,171000,Male,Divorced,High School,No,68129,2
1356,Customer_1356,63,101000,Male,Divorced,PhD,No,76015,1
1357,Customer_1357,23,75000,Male,Divorced,Master,No,82725,3
1358,Customer_1358,43,75000,Female,Single,PhD,No,17605,2
1359,Customer_1359,29,139000,Male,Single,Master,Yes,65421,3
1360,Customer_1360,72,140000,Female,Single,PhD,No,75052,2
1361,Customer_1361,47,25000,Male,Single,High School,Yes,54539,2
1362,Customer_1362,54,86000,Female,Married,Bachelor,No,84234,2
1363,Customer_1363,41,99000,Female,Single,Master,No,15533,2
1364,Customer_1364,40,114000,Male,Single,High School,Yes,76783,5
1365,Customer_1365,27,151000,Female,Divorced,Bachelor,Yes,89215,5
1366,Customer_1366,36,103000,Male,Single,PhD,Yes,33439,3
1367,Customer_1367,48,55000,Female,Divorced,Bachelor,No,27348,5
1368,Customer_1368,53,119000,Female,Married,Bachelor,No,15922,2
1369,Customer_1369,54,131000,Male,Single,Master,No,35776,4
1370,Customer_1370,61,76000,Female,Divorced,PhD,No,99182,3
1371,Customer_1371,69,79000,Male,Divorced,Master,No,42746,5
1372,Customer_1372,33,22000,Male,Divorced,High School,Yes,67591,4
1373,Customer_1373,34,117000,Female,Divorced,High School,Yes,15600,3
1374,Customer_1374,23,103000,Female,Married,Master,No,98365,4
1375,Customer_1375,46,123000,Female,Married,Bachelor,Yes,58366,3
1376,Customer_1376,70,74000,Male,Married,Master,Yes,73186,1
1377,Customer_1377,35,67000,Female,Single,High School,Yes,14023,5
1378,Customer_1378,23,108000,Female,Single,Master,No,65393,4
1379,Customer_1379,55,85000,Female,Married,Master,Yes,97954,3
1380,Customer_1380,29,106000,Male,Divorced,Master,No,88577,4
1381,Customer_1381,35,64000,Male,Single,PhD,Yes,10864,2
1382,Customer_1382,56,182000,Male,Divorced,Master,Yes,88088,4
1383,Customer_1383,64,76000,Female,Single,PhD,Yes,54550,4
1384,Customer_1384,22,124000,Male,Single,High School,Yes,42234,1
1385,Customer_1385,40,149000,Male,Single,Master,Yes,23715,5
1386,Customer_1386,25,139000,Female,Married,High School,Yes,72919,5
1387,Customer_1387,54,43000,Male,Married,High School,No,97138,3
1388,Customer_1388,55,95000,Female,Single,High School,Yes,92782,3
1389,Customer_1389,18,148000,Male,Divorced,PhD,Yes,43482,4
1390,Customer_1390,30,118000,Female,Single,High School,Yes,30710,4
1391,Customer_1391,32,79000,Male,Divorced,PhD,No,26280,5
1392,Customer_1392,61,51000,Female,Divorced,High School,No,23957,2
1393,Customer_1393,50,32000,Male,Divorced,PhD,Yes,97991,2
1394,Customer_1394,57,34000,Female,Married,Master,No,82955,5
1395,Customer_1395,68,78000,Male,Single,High School,Yes,37322,3
1396,Customer_1396,35,86000,Male,Married,High School,No,78699,5
1397,Customer_1397,48,61000,Male,Single,High School,Yes,20853,1
1398,Customer_1398,36,102000,Female,Married,High School,No,17681,4
1399,Customer_1399,58,109000,Female,Single,Bachelor,No,59794,5
1400,Customer_1400,67,46000,Female,Divorced,High School,No,61307,5
1401,Customer_1401,38,170000,Male,Married,Master,Yes,98526,3
1402,Customer_1402,64,47000,Male,Single,Bachelor,Yes,76451,5
1403,Customer_1403,53,119000,Male,Married,Master,Yes,64959,5
1404,Customer_1404,26,38000,Male,Divorced,Master,Yes,74721,3
1405,Customer_1405,55,124000,Male,Single,PhD,Yes,44560,5
1406,Customer_1406,21,88000,Female,Single,Master,Yes,23559,1
1407,Customer_1407,55,69000,Male,Divorced,PhD,Yes,14793,5
1408,Customer_1408,65,115000,Male,Married,High School,Yes,20347,3
1409,Customer_1409,25,30000,Male,Single,Bachelor,Yes,70390,2
1410,Customer_1410,19,56000,Female,Single,High School,Yes,25987,3
1411,Customer_1411,25,100000,Male,Married,Bachelor,Yes,77748,3
1412,Customer_1412,67,67000,Female,Married,Bachelor,Yes,17050,5
1413,Customer_1413,27,137000,Female,Single,PhD,Yes,93747,2
1414,Customer_1414,70,55000,Male,Single,High School,No,99582,1
1415,Customer_1415,62,71000,Male,Married,PhD,Yes,72727,5
1416,Customer_1416,52,110000,Male,Divorced,Master,Yes,74199,2
1417,Customer_1417,37,111000,Female,Single,Master,No,30148,1
1418,Customer_1418,67,35000,Male,Single,PhD,Yes,63034,4
1419,Customer_1419,28,88000,Male,Married,PhD,Yes,19549,5
1420,Customer_1420,58,50000,Female,Single,Master,Yes,82700,3
1421,Customer_1421,65,87000,Male,Married,Bachelor,Yes,86484,5
1422,Customer_1422,28,134000,Male,Married,Bachelor,No,34400,2
1423,Customer_1423,58,58000,Male,Divorced,PhD,No,73293,3
1424,Customer_1424,42,90000,Female,Single,Bachelor,Yes,58044,5
1425,Customer_1425,51,54000,Female,Single,Bachelor,Yes,84190,3
1426,Customer_1426,41,52000,Male,Single,PhD,Yes,95629,5
1427,Customer_1427,56,113000,Female,Divorced,PhD,No,74057,3
1428,Customer_1428,41,100000,Male,Single,Bachelor,Yes,86133,2
1429,Customer_1429,35,39000,Female,Single,Bachelor,No,61155,3
1430,Customer_1430,34,95000,Female,Single,PhD,Yes,79082,4
1431,Customer_1431,34,61000,Female,Single,PhD,Yes,17202,5
1432,Customer_1432,58,106000,Female,Single,Bachelor,No,17629,2
1433,Customer_1433,26,40000,Female,Single,High School,Yes,70365,4
1434,Customer_1434,25,70000,Male,Single,PhD,No,88309,3
1435,Customer_1435,22,79000,Male,Married,Bachelor,No,36180,1
1436,Customer_1436,64,45000,Male,Single,Master,No,24230,4
1437,Customer_1437,18,65000,Female,Married,Bachelor,Yes,35556,3
1438,Customer_1438,59,45000,Female,Married,Bachelor,No,35344,3
1439,Customer_1439,54,63000,Male,Single,Master,Yes,54550,2
1440,Customer_1440,17,99000,Female,Married,PhD,No,61066,5
1441,Customer_1441,47,94000,Male,Married,Master,No,47350,4
1442,Customer_1442,32,69000,Male,Married,PhD,No,94918,1
1443,Customer_1443,46,129000,Male,Single,Bachelor,Yes,22099,5
1444,Customer_1444,35,54000,Male,Married,Master,No,64869,3
1445,Customer_1445,29,147000,Female,Single,Bachelor,Yes,75544,5
1446,Customer_1446,27,118000,Female,Married,Bachelor,No,99009,2
1447,Customer_1447,41,134000,Female,Single,Master,No,14456,1
1448,Customer_1448,18,105000,Female,Married,PhD,Yes,53906,3
1449,Customer_1449,20,89000,Female,Divorced,PhD,Yes,13003,2
1450,Customer_1450,29,116000,Female,Married,High School,No,29874,3
1451,Customer_1451,21,68000,Male,Single,Master,No,24945,1
1452,Customer_1452,62,89000,Male,Divorced,Master,No,88643,3
1453,Customer_1453,38,119000,Female,Divorced,Bachelor,No,91097,1
1454,Customer_1454,75,66000,Male,Married,High School,Yes,59142,1
1455,Customer_1455,27,173000,Female,Divorced,High School,Yes,30126,3
1456,Customer_1456,58,76000,Male,Single,PhD,No,90661,4
1457,Customer_1457,45,113000,Female,Married,Bachelor,No,58493,4
1458,Customer_1458,33,77000,Male,Divorced,High School,No,23028,4
1459,Customer_1459,46,133000,Male,Married,PhD,No,71543,2
1460,Customer_1460,35,104000,Male,Single,PhD,No,13159,2
1461,Customer_1461,58,50000,Female,Divorced,Bachelor,No,37377,1
1462,Customer_1462,33,61000,Male,Single,PhD,Yes,99998,3
1463,Customer_1463,39,41000,Male,Single,Bachelor,No,23558,2
1464,Customer_1464,39,29000,Female,Single,Master,No,52425,2
1465,Customer_1465,38,104000,Male,Single,Bachelor,Yes,96799,4
1466,Customer_1466,60,145000,Female,Single,Master,Yes,58221,1
1467,Customer_1467,24,50000,Female,Married,Bachelor,Yes,73893,3
1468,Customer_1468,24,40000,Female,Divorced,High School,No,86011,2
1469,Customer_1469,25,130000,Male,Single,Bachelor,Yes,15952,2
1470,Customer_1470,43,137000,Male,Single,Bachelor,Yes,33847,5
1471,Customer_1471,48,42000,Female,Divorced,Bachelor,No,85328,5
1472,Customer_1472,62,73000,Female,Single,PhD,No,93913,2
1473,Customer_1473,51,121000,Female,Divorced,PhD,No,63640,1
1474,Customer_1474,26,55000,Female,Married,Master,No,96477,4
1475,Customer_1475,29,81000,Male,Married,Bachelor,No,64356,1
1476,Customer_1476,32,84000,Female,Single,High School,Yes,88043,4
1477,Customer_1477,71,102000,Male,Single,Master,Yes,83753,3
1478,Customer_1478,39,68000,Female,Single,Master,Yes,72270,4
1479,Customer_1479,38,110000,Female,Divorced,Master,Yes,24151,2
1480,Customer_1480,58,67000,Female,Single,PhD,Yes,49079,4
1481,Customer_1481,67,125000,Female,Single,Master,Yes,81547,4
1482,Customer_1482,54,173000,Male,Single,Master,Yes,53248,5
1483,Customer_1483,34,137000,Female,Married,Bachelor,No,14857,4
1484,Customer_1484,43,54000,Female,Divorced,Bachelor,Yes,31632,4
1485,Customer_1485,67,126000,Male,Single,High School,Yes,86156,2
1486,Customer_1486,20,82000,Male,Married,Bachelor,No,85782,1
1487,Customer_1487,68,170000,Female,Divorced,PhD,No,83412,1
1488,Customer_1488,26,143000,Male,Divorced,Bachelor,Yes,10853,3
1489,Customer_1489,52,112000,Female,Single,High School,Yes,83619,1
1490,Customer_1490,25,116000,Female,Married,Master,Yes,61067,1
1491,Customer_1491,35,89000,Male,Single,PhD,Yes,75607,4
1492,Customer_1492,27,80000,Male,Married,PhD,No,50301,4
1493,Customer_1493,56,103000,Male,Married,High School,Yes,75251,1
1494,Customer_1494,66,96000,Male,Married,High School,Yes,26855,1
1495,Customer_1495,62,103000,Female,Divorced,Bachelor,No,35774,2
1496,Customer_1496,26,110000,Female,Married,PhD,No,91050,5
1497,Customer_1497,48,41000,Male,Married,Bachelor,No,28931,4
1498,Customer_1498,75,89000,Male,Single,High School,No,36212,2
1499,Customer_1499,62,79000,Male,Divorced,Master,Yes,71244,4
1500,Customer_1500,48,62000,Male,Divorced,PhD,No,89570,1
1501,Customer_1501,21,123000,Female,Married,Bachelor,Yes,20344,4
1502,Customer_1502,36,166000,Male,Divorced,PhD,No,73244,3
1503,Customer_1503,37,60000,Male,Married,PhD,No,64730,1
1504,Customer_1504,56,73000,Female,Divorced,Master,Yes,37268,2
1505,Customer_1505,17,105000,Female,Single,PhD,Yes,11257,2
1506,Customer_1506,19,116000,Female,Single,Bachelor,No,21532,1
1507,Customer_1507,60,71000,Female,Single,Bachelor,No,27040,3
1508,Customer_1508,38,79000,Female,Married,High School,No,62500,4
1509,Customer_1509,51,63000,Male,Single,High School,Yes,71544,5
1510,Customer_1510,65,138000,Male,Single,Master,Yes,77827,1
1511,Customer_1511,27,43000,Female,Divorced,PhD,No,91518,4
1512,Customer_1512,28,63000,Female,Single,High School,Yes,29327,5
1513,Customer_1513,32,108000,Male,Married,Master,Yes,86626,5
1514,Customer_1514,49,105000,Male,Married,Bachelor,No,42954,2
1515,Customer_1515,56,142000,Male,Married,Master,No,91853,4
1516,Customer_1516,44,25000,Female,Married,PhD,Yes,30033,5
1517,Customer_1517,63,109000,Female,Divorced,High School,Yes,59855,5
1518,Customer_1518,54,125000,Male,Divorced,Master,Yes,34068,2
1519,Customer_1519,48,102000,Male,Married,Master,No,44809,5
1520,Customer_1520,20,63000,Male,Single,Master,No,22932,1
1521,Customer_1521,18,145000,Male,Single,PhD,No,34072,4
1522,Customer_1522,60,68000,Male,Single,Master,Yes,51356,3
1523,Customer_1523,45,119000,Male,Single,Bachelor,Yes,75224,1
1524,Customer_1524,54,54000,Female,Single,PhD,No,79719,2
1525,Customer_1525,68,112000,Female,Divorced,Master,No,39219,1
1526,Customer_1526,37,152000,Male,Divorced,Bachelor,No,99720,4
1527,Customer_1527,53,38000,Male,Divorced,PhD,No,11815,4
1528,Customer_1528,52,27000,Male,Divorced,High School,No,73027,2
1529,Customer_1529,44,80000,Male,Divorced,Bachelor,No,65421,3
1530,Customer_1530,33,94000,Female,Single,High School,No,71213,2
1531,Customer_1531,48,47000,Male,Single,Bachelor,No,54520,1
1532,Customer_1532,62,47000,Female,Single,Master,Yes,83726,2
1533,Customer_1533,24,84000,Female,Divorced,High School,Yes,47900,1
1534,Customer_1534,67,36000,Male,Single,Master,No,35932,5
1535,Customer_1535,47,139000,Female,Married,Master,No,59682,5
1536,Customer_1536,67,89000,Male,Divorced,High School,Yes,37816,4
1537,Customer_1537,36,108000,Female,Divorced,Master,Yes,71155,3
1538,Customer_1538,57,73000,Female,Divorced,Master,No,27497,5
1539,Customer_1539,41,106000,Male,Divorced,Bachelor,Yes,67807,2
1540,Customer_1540,26,52000,Male,Single,PhD,No,34411,3
1541,Customer_1541,70,76000,Female,Single,Bachelor,No,91955,4
1542,Customer_1542,55,38000,Male,Married,High School,No,98258,3
1543,Customer_1543,60,30000,Female,Married,Bachelor,No,62300,1
1544,Customer_1544,42,40000,Female,Single,Bachelor,Yes,23955,5
1545,Customer_1545,33,84000,Male,Divorced,Master,Yes,78734,4
1546,Customer_1546,63,102000,Male,Divorced,PhD,No,16688,5
1547,Customer_1547,62,99000,Female,Married,Master,No,64561,4
1548,Customer_1548,46,96000,Male,Single,Bachelor,Yes,35282,2
1549,Customer_1549,33,65000,Female,Married,PhD,No,61745,2
1550,Customer_1550,30,134000,Female,Single,High School,No,52229,4
1551,Customer_1551,64,98000,Male,Divorced,High School,No,25250,4
1552,Customer_1552,68,71000,Female,Married,Bachelor,No,35665,2
1553,Customer_1553,60,83000,Male,Married,High School,No,64425,2
1554,Customer_1554,44,147000,Male,Single,PhD,No,63587,2
1555,Customer_1555,27,129000,Female,Married,PhD,Yes,82571,1
1556,Customer_1556,63,27000,Female,Married,PhD,Yes,74780,3
1557,Customer_1557,27,51000,Male,Single,High School,Yes,40921,5
1558,Customer_1558,36,40000,Male,Married,Master,No,42578,3
1559,Customer_1559,33,103000,Female,Married,Bachelor,Yes,78681,1
1560,Customer_1560,41,86000,Male,Single,PhD,Yes,10338,2
1561,Customer_1561,30,75000,Male,Divorced,Bachelor,Yes,75450,5
1562,Customer_1562,42,48000,Male,Single,PhD,No,29398,5
1563,Customer_1563,21,41000,Female,Divorced,PhD,No,61155,2
1564,Customer_1564,60,96000,Female,Divorced,Master,Yes,25966,4
1565,Customer_1565,52,90000,Male,Divorced,PhD,No,49341,3
1566,Customer_1566,27,103000,Male,Single,Master,No,49851,5
1567,Customer_1567,64,28000,Female,Married,Master,No,91068,3
1568,Customer_1568,75,66000,Female,Married,High School,Yes,16472,4
1569,Customer_1569,66,128000,Female,Married,Master,No,64102,4
1570,Customer_1570,46,28000,Female,Married,Bachelor,Yes,27891,1
1571,Customer_1571,41,50000,Female,Divorced,High School,No,98365,5
1572,Customer_1572,46,31000,Female,Single,High School,No,31151,1
1573,Customer_1573,20,108000,Female,Divorced,Bachelor,Yes,33968,2
1574,Customer_1574,48,75000,Female,Married,PhD,No,83753,4
1575,Customer_1575,74,140000,Male,Divorced,Bachelor,Yes,93009,4
1576,Customer_1576,22,121000,Male,Single,PhD,Yes,47066,5
1577,Customer_1577,65,64000,Female,Divorced,High School,No,31192,2
1578,Customer_1578,37,158000,Male,Single,Bachelor,Yes,79697,2
1579,Customer_1579,43,135000,Female,Divorced,Bachelor,No,52282,3
1580,Customer_1580,20,92000,Female,Married,Master,Yes,44628,1
1581,Customer_1581,46,97000,Female,Divorced,Master,No,15875,3
1582,Customer_1582,28,132000,Female,Divorced,Bachelor,Yes,84530,1
1583,Customer_1583,43,84000,Male,Single,PhD,Yes,55963,5
1584,Customer_1584,45,66000,Female,Married,High School,No,53849,4
1585,Customer_1585,42,68000,Female,Divorced,PhD,No,17741,3
1586,Customer_1586,54,26000,Male,Married,PhD,No,29751,4
1587,Customer_1587,67,157000,Female,Divorced,Bachelor,No,27071,4
1588,Customer_1588,52,50000,Female,Married,High School,No,91405,5
1589,Customer_1589,61,41000,Male,Single,Master,No,52302,5
1590,Customer_1590,24,57000,Female,Married,Bachelor,No,46229,4
1591,Customer_1591,21,77000,Female,Divorced,High School,Yes,24230,4
1592,Customer_1592,33,87000,Male,Divorced,Bachelor,No,57474,4
1593,Customer_1593,57,95000,Male,Divorced,PhD,Yes,38209,3
1594,Customer_1594,62,102000,Male,Married,Bachelor,Yes,68125,4
1595,Customer_1595,20,55000,Female,Divorced,PhD,Yes,27011,4
1596,Customer_1596,40,106000,Female,Single,PhD,Yes,49356,3
1597,Customer_1597,64,95000,Female,Married,PhD,Yes,34260,5
1598,Customer_1598,22,146000,Male,Married,Bachelor,Yes,14331,2
1599,Customer_1599,19,153000,Male,Divorced,Master,Yes,29290,4
1600,Customer_1600,38,160000,Female,Divorced,Master,Yes,18748,1
1601,Customer_1601,52,67000,Female,Divorced,Master,No,88719,3
1602,Customer_1602,43,122000,Male,Single,High School,No,83268,2
1603,Customer_1603,59,82000,Male,Divorced,Bachelor,No,96344,4
1604,Customer_1604,34,129000,Female,Married,Master,No,10608,4
1605,Customer_1605,27,125000,Male,Divorced,High School,No,95107,3
1606,Customer_1606,74,109000,Female,Divorced,PhD,No,68160,2
1607,Customer_1607,26,85000,Male,Single,High School,No,20449,5
1608,Customer_1608,64,82000,Female,Divorced,PhD,No,75228,1
1609,Customer_1609,18,86000,Male,Single,PhD,Yes,54140,5
1610,Customer_1610,49,181000,Male,Single,PhD,No,40618,5
1611,Customer_1611,65,119000,Male,Divorced,PhD,Yes,48772,5
1612,Customer_1612,68,111000,Male,Divorced,Master,Yes,96332,4
1613,Customer_1613,41,38000,Male,Married,Bachelor,No,16136,2
1614,Customer_1614,71,63000,Male,Divorced,Bachelor,No,15345,1
1615,Customer_1615,22,133000,Male,Divorced,PhD,No,82460,4
1616,Customer_1616,49,91000,Female,Divorced,Bachelor,No,23835,3
1617,Customer_1617,37,101000,Female,Divorced,PhD,No,21878,4
1618,Customer_1618,73,138000,Female,Single,High School,Yes,66293,4
1619,Customer_1619,59,44000,Female,Divorced,PhD,No,17419,3
1620,Customer_1620,63,110000,Male,Divorced,High School,Yes,74094,2
1621,Customer_1621,63,48000,Female,Single,Master,Yes,81912,1
1622,Customer_1622,52,67000,Male,Divorced,Bachelor,Yes,76065,4
1623,Customer_1623,42,116000,Male,Single,Master,No,64324,5
1624,Customer_1624,50,78000,Female,Single,Bachelor,Yes,46343,2
1625,Customer_1625,33,165000,Male,Divorced,High School,Yes,86330,2
1626,Customer_1626,45,107000,Female,Married,Bachelor,Yes,51494,1
1627,Customer_1627,50,81000,Female,Single,High School,Yes,17050,5
1628,Customer_1628,34,97000,Female,Married,Bachelor,No,95547,2
1629,Customer_1629,69,177000,Male,Divorced,Bachelor,No,51910,1
1630,Customer_1630,32,105000,Female,Married,PhD,Yes,47024,4
1631,Customer_1631,19,111000,Female,Divorced,Master,Yes,91643,4
1632,Customer_1632,59,123000,Female,Married,High School,No,47262,4
1633,Customer_1633,49,111000,Male,Single,Master,No,44294,4
1634,Customer_1634,20,51000,Female,Married,PhD,Yes,89820,1
1635,Customer_1635,50,109000,Female,Single,High School,Yes,82408,4
1636,Customer_1636,23,92000,Male,Divorced,Master,No,74010,1
1637,Customer_1637,64,121000,Female,Married,PhD,Yes,91076,4
1638,Customer_1638,40,39000,Male,Single,Master,Yes,33439,2
1639,Customer_1639,22,102000,Male,Married,High School,Yes,16136,3
1640,Customer_1640,20,123000,Male,Married,Bachelor,No,11428,4
1641,Customer_1641,42,121000,Female,Single,Bachelor,No,91160,3
1642,Customer_1642,40,94000,Male,Divorced,PhD,Yes,62227,4
1643,Customer_1643,52,119000,Female,Married,PhD,No,65391,5
1644,Customer_1644,43,173000,Female,Divorced,PhD,No,51333,5
1645,Customer_1645,25,92000,Male,Single,High School,No,45053,4
1646,Customer_1646,57,39000,Male,Married,High School,No,74592,3
1647,Customer_1647,17,99000,Female,Single,Master,No,10114,4
1648,Customer_1648,36,87000,Female,Married,PhD,No,66633,3
1649,Customer_1649,37,57000,Male,Married,Bachelor,Yes,15745,3
1650,Customer_1650,50,76000,Female,Divorced,Master,Yes,96090,3
1651,Customer_1651,23,96000,Female,Married,High School,No,28069,3
1652,Customer_1652,25,102000,Female,Divorced,Bachelor,No,53068,2
1653,Customer_1653,19,125000,Female,Divorced,PhD,Yes,26758,4
1654,Customer_1654,45,91000,Male,Single,Master,Yes,52860,3
1655,Customer_1655,31,64000,Female,Single,Bachelor,Yes,22717,1
1656,Customer_1656,73,96000,Male,Divorced,Bachelor,No,85172,1
1657,Customer_1657,27,170000,Male,Married,High School,Yes,11815,5
1658,Customer_1658,58,107000,Female,Single,PhD,Yes,76209,1
1659,Customer_1659,64,159000,Female,Divorced,Master,No,67568,5
1660,Customer_1660,65,73000,Male,Married,High School,No,70734,5
1661,Customer_1661,67,150000,Male,Single,High School,Yes,45078,2
1662,Customer_1662,28,63000,Female,Married,Master,No,16081,3
1663,Customer_1663,36,167000,Female,Single,Master,No,80246,1
1664,Customer_1664,61,116000,Female,Married,PhD,Yes,15303,1
1665,Customer_1665,17,49000,Male,Single,PhD,No,96448,1
1666,Customer_1666,67,25000,Female,Married,Bachelor,No,88577,3
1667,Customer_1667,54,103000,Male,Divorced,Master,Yes,49073,1
1668,Customer_1668,34,125000,Male,Single,Bachelor,Yes,75251,4
1669,Customer_1669,25,33000,Female,Single,Bachelor,Yes,86159,3
1670,Customer_1670,64,41000,Male,Divorced,Bachelor,No,51664,5
1671,Customer_1671,51,42000,Female,Married,Bachelor,No,97734,3
1672,Customer_1672,39,94000,Female,Divorced,PhD,No,99717,5
1673,Customer_1673,66,101000,Female,Single,Bachelor,No,94358,2
1674,Customer_1674,71,27000,Female,Single,Master,Yes,71091,2
1675,Customer_1675,42,119000,Female,Divorced,High School,No,35500,4
1676,Customer_1676,40,124000,Female,Divorced,Master,No,51953,2
1677,Customer_1677,46,111000,Male,Divorced,Bachelor,No,41653,5
1678,Customer_1678,64,42000,Male,Married,Bachelor,No,12269,2
1679,Customer_1679,44,86000,Female,Single,Master,No,13462,5
1680,Customer_1680,20,75000,Female,Divorced,Master,Yes,88598,5
1681,Customer_1681,23,58000,Male,Married,PhD,Yes,77341,1
1682,Customer_1682,52,124000,Male,Single,Master,No,24594,4
1683,Customer_1683,36,53000,Female,Divorced,PhD,No,67269,2
1684,Customer_1684,67,98000,Female,Married,Bachelor,No,29950,2
1685,Customer_1685,35,65000,Female,Divorced,Bachelor,Yes,41301,5
1686,Customer_1686,63,101000,Female,Divorced,High School,Yes,88845,1
1687,Customer_1687,40,112000,Female,Divorced,PhD,Yes,62565,1
1688,Customer_1688,19,53000,Male,Divorced,Master,No,48227,3
1689,Customer_1689,35,86000,Female,Married,PhD,No,27303,2
1690,Customer_1690,43,47000,Female,Married,Bachelor,Yes,77124,4
1691,Customer_1691,54,85000,Female,Single,PhD,No,32113,1
1692,Customer_1692,46,148000,Female,Single,Bachelor,No,40600,3
1693,Customer_1693,30,89000,Female,Divorced,High School,Yes,16197,3
1694,Customer_1694,26,137000,Male,Divorced,Bachelor,No,15640,2
1695,Customer_1695,21,43000,Female,Divorced,High School,Yes,60802,3
1696,Customer_1696,31,76000,Female,Single,High School,No,23599,5
1697,Customer_1697,44,95000,Female,Single,PhD,Yes,53058,2
1698,Customer_1698,42,57000,Female,Single,High School,Yes,96195,2
1699,Customer_1699,45,78000,Male,Single,PhD,No,16063,1
1700,Customer_1700,26,144000,Female,Married,Bachelor,No,10500,2
1701,Customer_1701,69,122000,Female,Married,PhD,No,44533,5
1702,Customer_1702,50,46000,Female,Married,Bachelor,No,43425,5
1703,Customer_1703,19,153000,Male,Married,PhD,Yes,19223,4
1704,Customer_1704,38,105000,Female,Divorced,Bachelor,Yes,31415,1
1705,Customer_1705,19,55000,Male,Single,PhD,Yes,76219,4
1706,Customer_1706,39,71000,Female,Married,PhD,No,79242,1
1707,Customer_1707,62,153000,Female,Single,PhD,Yes,50391,2
1708,Customer_1708,18,46000,Male,Single,PhD,No,63634,5
1709,Customer_1709,17,116000,Female,Single,Master,Yes,13159,5
1710,Customer_1710,48,44000,Male,Single,PhD,Yes,65575,4
1711,Customer_1711,60,101000,Female,Single,Master,No,55627,3
1712,Customer_1712,28,76000,Male,Divorced,Bachelor,No,22085,4
1713,Customer_1713,39,90000,Male,Single,Master,Yes,39285,5
1714,Customer_1714,23,144000,Male,Divorced,PhD,Yes,18818,5
1715,Customer_1715,40,58000,Female,Divorced,PhD,No,30446,5
1716,Customer_1716,59,82000,Female,Married,Master,Yes,69145,2
1717,Customer_1717,52,88000,Male,Married,Master,No,78658,3
1718,Customer_1718,41,173000,Female,Single,High School,Yes,65991,2
1719,Customer_1719,60,116000,Male,Divorced,Master,No,66186,1
